id_cliente,forma_pago,precio,pais,tipo_carro
211,visa-electron,764620.56,Benin,Volkswagen
212,mastercard,578951.43,Greece,Plymouth
213,visa-electron,903761.57,China,Saturn
214,visa,507804.74,Ethiopia,Dodge
215,mastercard,838079.74,Chile,Saturn
216,visa-electron,648907.98,Rwanda,Suzuki
217,americanexpress,657410.98,Norway,Cadillac
218,mastercard,934594.56,China,Mercedes-Benz
219,mastercard,617709.94,Ukraine,Mercedes-Benz
220,americanexpress,882715.51,China,Volvo
221,visa-electron,645766.18,China,Ford
222,mastercard,750683.67,Indonesia,Suzuki
223,americanexpress,565720,Russia,Pontiac
224,americanexpress,887397.2,South Africa,Ford
225,americanexpress,520444.22,Lebanon,BMW
226,visa-electron,842860.29,Greece,GMC
227,visa-electron,859233.38,Colombia,Jaguar
228,visa,565709,New Zealand,Toyota
229,visa,588042.31,China,Plymouth
230,visa,942562.81,Czech Republic,Jaguar
231,visa-electron,700990,South Korea,BMW
232,americanexpress,664091.27,France,Volkswagen
233,visa-electron,907518.1,Tanzania,BMW
234,visa-electron,960237.69,Peru,Mercedes-Benz
235,visa,999249.43,France,Mazda
236,americanexpress,500854.02,Indonesia,Suzuki
237,visa-electron,774216.8,Thailand,GMC
238,visa,555475.64,Nigeria,Audi
239,visa,993557.45,Ethiopia,Chrysler
240,visa,709430.35,Slovenia,Maybach
241,visa-electron,946908.35,Indonesia,Mitsubishi
242,visa-electron,664859.75,China,Ford
243,mastercard,994259.71,Indonesia,Nissan
244,americanexpress,552578.65,Russia,Honda
245,visa-electron,747341.27,Tajikistan,Audi
246,americanexpress,871276.07,China,Saturn
247,americanexpress,867521.57,China,Pontiac
248,visa,783300.83,China,Ford
249,americanexpress,747397.52,China,Chevrolet
250,americanexpress,914510.17,Argentina,Bentley
251,americanexpress,825672.28,United States,BMW
252,visa-electron,992019.65,China,Mitsubishi
253,visa,835711.41,Portugal,BMW
254,visa-electron,748115.57,Russia,Oldsmobile
255,visa,961316.61,Portugal,Ford
256,americanexpress,703103.83,China,Aston Martin
257,visa-electron,579256.92,Poland,GMC
258,mastercard,971424.29,United States,Plymouth
259,visa,974047.32,Zambia,Chevrolet
260,mastercard,641158.61,Mexico,Honda
261,visa-electron,886786.03,Cambodia,Jaguar
262,mastercard,592619.81,Portugal,GMC
263,mastercard,653074.68,Afghanistan,Mazda
264,visa,506323.1,Poland,Toyota
265,visa,754879.5,Greece,Jeep
266,visa-electron,925307.12,New Zealand,Lotus
267,americanexpress,521046.02,Tunisia,Nissan
268,visa-electron,672920.09,Poland,Toyota
269,mastercard,811385.94,Sweden,Land Rover
270,visa,532318.36,France,Chevrolet
271,americanexpress,662875.21,Czech Republic,GMC
272,visa-electron,541353.56,China,Dodge
273,mastercard,809494.51,South Africa,Mazda
274,americanexpress,596503.17,China,Honda
275,americanexpress,711202.41,Thailand,Ford
276,americanexpress,608639.51,China,Lincoln
277,mastercard,501558.7,Vietnam,Isuzu
278,americanexpress,917796.98,China,Toyota
279,mastercard,887498.7,China,Chevrolet
280,americanexpress,531731.63,Japan,Chevrolet
281,americanexpress,560609.37,Indonesia,Dodge
282,mastercard,537923.27,Portugal,Buick
283,visa-electron,568597.4,Philippines,Ford
284,mastercard,791239.9,Ukraine,Buick
285,mastercard,852751.9,Afghanistan,Jeep
286,visa,694071.82,Russia,Volvo
287,americanexpress,761515.77,Ukraine,Pontiac
288,visa-electron,572404.72,Poland,Mercedes-Benz
289,visa-electron,886414.37,Finland,Chrysler
290,visa-electron,691497.15,Finland,Aston Martin
291,visa-electron,789571.91,Colombia,Mercedes-Benz
292,mastercard,755279.99,Portugal,Chevrolet
293,visa,880137.6,Russia,Mazda
294,americanexpress,892609.09,Brazil,Acura
295,americanexpress,765725.66,Brazil,Mercedes-Benz
296,americanexpress,917014.69,Nigeria,Dodge
297,americanexpress,541498.8,China,Chevrolet
298,americanexpress,794362.34,China,Mercedes-Benz
299,visa,975356.16,Indonesia,Audi
300,americanexpress,825015.59,Vietnam,Land Rover
301,americanexpress,546488.7,Greece,Ford
302,visa,836699.85,Bangladesh,Mazda
303,visa-electron,842861.03,Ukraine,Dodge
304,visa-electron,735689.25,Slovenia,Cadillac
305,visa,536972.25,Indonesia,Buick
306,visa,756747.54,China,Infiniti
307,mastercard,733150.8,Croatia,Kia
308,visa,931028.94,Philippines,Honda
309,visa-electron,793989.43,Kazakhstan,BMW
310,mastercard,536558.37,Sweden,Kia
311,americanexpress,820441.97,Syria,GMC
312,visa,794184.98,Honduras,Ford
313,mastercard,898699.98,Japan,Subaru
314,mastercard,771749.59,Brazil,Mitsubishi
315,americanexpress,670688.83,Ukraine,Infiniti
316,visa,524141.45,Bulgaria,Mitsubishi
317,visa,784215.62,Brazil,Dodge
318,americanexpress,977281.25,Poland,Volkswagen
319,visa-electron,587224.63,Philippines,Dodge
320,visa,858964.52,Indonesia,Ford
321,mastercard,761776.87,Philippines,Chevrolet
322,mastercard,620129.38,China,Bentley
323,visa-electron,583792.45,Russia,Ford
324,mastercard,577591.66,China,Mitsubishi
325,mastercard,729471.23,Indonesia,BMW
326,mastercard,931187.67,Morocco,Chevrolet
327,americanexpress,632081.69,China,GMC
328,americanexpress,588532.03,China,Kia
329,mastercard,963526.91,Philippines,Dodge
330,americanexpress,973330.61,China,GMC
331,visa,531583.18,Canada,Mazda
332,visa-electron,598335.16,South Africa,Pontiac
333,mastercard,596058.7,Mexico,Suzuki
334,visa-electron,929652.12,France,Mitsubishi
335,visa-electron,791648.45,China,Mitsubishi
336,americanexpress,827902.92,Sweden,Ford
337,visa,918170.12,China,Lamborghini
338,visa,862854.07,Colombia,Audi
339,visa,952017.91,Thailand,Toyota
340,visa-electron,572394.87,China,Chevrolet
341,visa-electron,652428.25,Portugal,GMC
342,visa-electron,660390.68,United States,Jeep
343,visa,643572.95,Brazil,Dodge
344,mastercard,840363.55,Mongolia,Mitsubishi
345,visa,618718.49,Indonesia,Cadillac
346,mastercard,666216.8,China,Holden
347,mastercard,962905.47,France,Subaru
348,visa,886978.14,Sweden,Volkswagen
349,visa,518750.23,Indonesia,Ford
350,visa-electron,883407.27,Kosovo,Plymouth
351,americanexpress,908322,Guatemala,Mitsubishi
352,visa,607950.78,Finland,Audi
353,visa,711452.85,Gambia,Mercedes-Benz
354,visa-electron,669700.26,Brazil,GMC
355,visa,637973.64,Sweden,Chevrolet
356,mastercard,637234.76,Yemen,Nissan
357,visa-electron,604738.52,Brazil,Maserati
358,mastercard,715010.4,Vietnam,Chevrolet
359,visa,557050.97,Burkina Faso,Acura
360,mastercard,913996.61,Portugal,Mercedes-Benz
361,americanexpress,793412.06,Colombia,Acura
362,visa-electron,954829.05,China,GMC
363,mastercard,747677.19,Burkina Faso,Chevrolet
364,visa,687539.3,China,Lexus
365,americanexpress,812502.6,Cuba,Mercury
366,visa-electron,809052.71,Russia,Toyota
367,visa,951236.27,Philippines,Lamborghini
368,visa,704445.64,Ukraine,Audi
369,visa-electron,724706.05,Russia,Pontiac
370,americanexpress,799465.35,Ukraine,Volvo
371,mastercard,805509.52,Indonesia,Chevrolet
372,americanexpress,831597,Philippines,Buick
373,visa-electron,684243.31,Portugal,GMC
374,visa,689152.69,Uganda,Isuzu
375,visa-electron,803197.13,China,Isuzu
376,visa,815554.56,Indonesia,Chevrolet
377,mastercard,927788.31,United States,GMC
378,americanexpress,716594.26,Sweden,Saab
379,visa-electron,734802.62,Peru,Pontiac
380,americanexpress,546652.19,Ireland,Cadillac
381,mastercard,708933.86,Argentina,Chevrolet
382,americanexpress,895936.17,China,Ford
383,visa,895639.84,Somalia,Audi
384,mastercard,859532.19,Indonesia,GMC
385,visa,639530.44,China,GMC
386,americanexpress,829532.58,Russia,Ford
387,visa,780171.62,Mozambique,Mercedes-Benz
388,visa,500217.79,Germany,Saab
389,americanexpress,952295.68,Indonesia,Volvo
390,mastercard,993021.15,China,GMC
391,mastercard,565727.63,Venezuela,Toyota
392,mastercard,679527.41,Zambia,Suzuki
393,americanexpress,933347.17,Russia,Jaguar
394,americanexpress,673306.46,Indonesia,Ford
395,mastercard,934664.32,Yemen,Chevrolet
396,visa-electron,869230.7,China,Lincoln
397,visa-electron,853744.92,Liechtenstein,Dodge
398,mastercard,728336.77,Canada,Volkswagen
399,visa,664647.37,Ukraine,Chevrolet
400,americanexpress,749502.33,Philippines,BMW
401,visa-electron,633814.14,Indonesia,Mercedes-Benz
402,visa,575812.8,Russia,Kia
403,visa,540332.5,China,BMW
404,americanexpress,567012.08,Japan,GMC
405,americanexpress,569167.25,Poland,Mazda
406,americanexpress,568119.8,Colombia,Nissan
407,americanexpress,703202.27,China,Dodge
408,mastercard,501086.82,Argentina,BMW
409,mastercard,659450.92,Samoa,Nissan
410,mastercard,871786.21,Poland,Audi
411,visa-electron,604640.19,Indonesia,Chevrolet
412,americanexpress,629587.26,Philippines,Subaru
413,mastercard,960961.78,Russia,Ford
414,visa,615066.07,Brazil,Chrysler
415,visa,878409.07,Brazil,Chevrolet
416,visa-electron,635519.51,Nigeria,Volkswagen
417,americanexpress,701602.41,Canada,Porsche
418,visa-electron,737368.69,Bulgaria,Nissan
419,mastercard,667594.44,China,Jeep
420,visa-electron,777042.91,Ukraine,BMW
421,visa-electron,810407.33,Philippines,Chevrolet
422,mastercard,501833.63,Philippines,Plymouth
423,americanexpress,783469.71,Honduras,Jaguar
424,visa,908075.29,Bulgaria,Mazda
425,americanexpress,712069.55,Portugal,Audi
426,visa-electron,959297.32,Cuba,Daewoo
427,visa,805024.13,Thailand,Audi
428,visa,785391.89,France,Audi
429,visa-electron,922488.92,Italy,Mitsubishi
430,visa-electron,705957.73,Peru,Dodge
431,visa-electron,605890.87,Russia,Mitsubishi
432,mastercard,595205.52,Indonesia,Honda
433,mastercard,915488.83,Gambia,BMW
434,mastercard,987151.27,Russia,Mercedes-Benz
435,visa,929783.11,Kosovo,Pontiac
436,visa-electron,868328.86,Indonesia,Buick
437,visa,880609.62,Czech Republic,Dodge
438,americanexpress,659119.73,Japan,Volkswagen
439,visa-electron,985058.98,Tunisia,Audi
440,visa,880133.27,Czech Republic,Honda
441,mastercard,985159.48,Canada,Dodge
442,visa-electron,626563.44,Philippines,Lamborghini
443,visa,797560.82,Russia,Lexus
444,visa,596982.85,Philippines,Volkswagen
445,mastercard,560590.1,Indonesia,Jaguar
446,visa-electron,614638.39,China,Saab
447,visa,930800.41,Poland,Infiniti
448,visa-electron,769341.24,Turkmenistan,GMC
449,visa-electron,655148.2,Indonesia,Audi
450,visa-electron,770591.07,Brazil,Ford
451,americanexpress,880869.42,Peru,Ford
452,visa,921822.68,China,Audi
453,visa-electron,766778.43,Russia,Mercury
454,visa-electron,616470.95,Peru,Chevrolet
455,visa,965487.11,China,Volkswagen
456,visa,561604.63,Finland,Chevrolet
457,visa,742561.23,Indonesia,Ford
458,americanexpress,945074.52,United States,Nissan
459,mastercard,877085.19,Sweden,Mitsubishi
460,visa-electron,996908.21,China,Suzuki
461,americanexpress,878467.14,Afghanistan,Pontiac
462,americanexpress,786434.35,Lithuania,Buick
463,mastercard,925822.57,Portugal,Ford
464,americanexpress,510356.73,Portugal,Pontiac
465,americanexpress,591878.91,France,Isuzu
466,mastercard,527337.68,France,Hyundai
467,visa-electron,667898.54,Afghanistan,Ford
468,visa-electron,623002.08,Nicaragua,Saab
469,visa-electron,993451.11,China,Dodge
470,visa,850326.42,Uruguay,GMC
471,visa-electron,945859.59,Argentina,Suzuki
472,visa-electron,630147.37,Ukraine,Mercedes-Benz
473,americanexpress,658847.1,China,Isuzu
474,mastercard,861509.83,France,GMC
475,visa,756522.1,North Korea,Nissan
476,visa,661238.49,Ecuador,BMW
477,americanexpress,903734.15,Sweden,Mercedes-Benz
478,mastercard,642712.75,Albania,Lincoln
479,visa,888953.51,Philippines,Lexus
480,mastercard,757320.26,Moldova,Dodge
481,visa-electron,911257.02,Israel,Cadillac
482,visa,752789.56,France,Ford
483,visa-electron,645955.79,Russia,Volkswagen
484,mastercard,905864.19,Portugal,Honda
485,mastercard,793677.84,Indonesia,Chevrolet
486,mastercard,786126.47,Philippines,Mercury
487,visa-electron,719273.98,Japan,Audi
488,visa-electron,528475.69,France,Volkswagen
489,americanexpress,774807.79,Japan,Dodge
490,americanexpress,780825.86,Slovenia,Mercedes-Benz
491,visa-electron,779958.42,Morocco,Austin
492,americanexpress,579368.06,Greece,Buick
493,visa,555451.01,Portugal,Mercury
494,visa-electron,971429.8,Sweden,Chevrolet
495,mastercard,990781.48,Thailand,Mazda
496,mastercard,834478.04,Philippines,Holden
497,visa,916747.54,Indonesia,Nissan
498,mastercard,580858.71,Nigeria,BMW
499,mastercard,740693.28,Indonesia,Mazda
500,americanexpress,536497.74,Russia,Buick
501,americanexpress,715636.67,Uganda,Subaru
502,mastercard,694776.56,Madagascar,Hyundai
503,americanexpress,626006.58,China,Porsche
504,visa-electron,563343.99,China,Lexus
505,visa-electron,579939.68,Brazil,Suzuki
506,mastercard,628333.79,Nigeria,Kia
507,visa,667719.32,Sweden,Volkswagen
508,americanexpress,835561.95,Yemen,Dodge
509,visa,567183.93,Vietnam,Austin
510,americanexpress,729522.38,France,Saturn
511,visa-electron,643470.83,Slovenia,Mazda
512,mastercard,873109.64,China,Buick
513,mastercard,857609.15,Peru,Mazda
514,visa-electron,698264.37,Belarus,Ford
515,visa,795391.14,Russia,Infiniti
516,mastercard,940627.59,China,Audi
517,mastercard,751957.46,Finland,Aston Martin
518,americanexpress,965888.16,China,Nissan
519,americanexpress,747660.05,China,Audi
520,visa,703887.45,Indonesia,Ford
521,visa-electron,975559.58,Portugal,Dodge
522,visa-electron,809399.33,Brazil,Chevrolet
523,mastercard,835980.32,Philippines,Audi
524,mastercard,787770.51,Malaysia,Cadillac
525,americanexpress,879058.44,Pakistan,Ford
526,visa,663870.07,France,Porsche
527,mastercard,744943.71,Sweden,GMC
528,americanexpress,578673.46,France,Bentley
529,visa,992144.91,Egypt,Nissan
530,americanexpress,871122.21,China,Kia
531,visa,872281.45,Russia,BMW
532,americanexpress,887976.19,Peru,Pontiac
533,visa-electron,790501.06,Czech Republic,GMC
534,visa,824504.55,Tanzania,Hyundai
535,mastercard,801318.33,Sweden,Kia
536,mastercard,999104.79,China,Lincoln
537,visa,974129.47,Philippines,Lincoln
538,visa-electron,870493.46,China,Mercury
539,visa,854392.24,Pakistan,Chevrolet
540,visa-electron,941845.38,Moldova,Chevrolet
541,americanexpress,958959.41,Ukraine,Land Rover
542,mastercard,957826.08,Russia,Hyundai
543,americanexpress,872658.74,United States,Mitsubishi
544,mastercard,885139.18,Portugal,Ford
545,mastercard,982278.32,China,Nissan
546,americanexpress,637852.89,Bahrain,Hyundai
547,americanexpress,618695.63,Poland,Mercury
548,americanexpress,577458.19,China,Volkswagen
549,mastercard,702846.25,Kazakhstan,Mercedes-Benz
550,americanexpress,898957.51,Peru,Chevrolet
551,visa,748385.23,China,Cadillac
552,mastercard,899976.35,Peru,Mazda
553,visa-electron,936226.72,China,Pontiac
554,americanexpress,599735.62,Brazil,Volvo
555,visa,579515.86,Philippines,Nissan
556,visa-electron,716928.44,Canada,Pontiac
557,mastercard,735674.57,Philippines,Nissan
558,visa-electron,786958.27,Togo,Ford
559,mastercard,906865.42,Cuba,Porsche
560,mastercard,581074,Philippines,Audi
561,americanexpress,551751.04,Poland,Geo
562,mastercard,713486.72,Democratic Republic of the Congo,Jeep
563,visa-electron,860465.98,Brazil,Toyota
564,visa-electron,728659.38,Zambia,Acura
565,visa-electron,994373.73,Nepal,Suzuki
566,visa,640242.81,China,Mitsubishi
567,mastercard,622222.28,China,BMW
568,mastercard,506486.22,Guatemala,Ford
569,visa-electron,917290.12,China,Acura
570,visa,553082.42,United States,BMW
571,visa,945992.71,Kenya,Lotus
572,mastercard,521463.34,China,Toyota
573,americanexpress,643891.9,Canada,Chevrolet
574,visa,752225.35,Japan,Chevrolet
575,americanexpress,925041.93,Indonesia,Honda
576,americanexpress,624746.98,Indonesia,Ford
577,visa-electron,707025.46,China,Ford
578,americanexpress,824333.07,Indonesia,Kia
579,visa-electron,683093.85,China,Suzuki
580,visa,566528.02,Russia,Daewoo
581,visa,957039.15,Pakistan,Saab
582,mastercard,877479.94,El Salvador,Infiniti
583,americanexpress,640056.46,United Kingdom,Ford
584,americanexpress,790847.82,United States,Cadillac
585,visa-electron,693281.42,United States,Volkswagen
586,americanexpress,706653.25,China,Chevrolet
587,visa-electron,831117.14,China,Nissan
588,visa,853924.6,Japan,Mercury
589,americanexpress,955750.95,China,Mercedes-Benz
590,americanexpress,699958.48,Indonesia,Chevrolet
591,visa,899610.29,Greece,Acura
592,visa,957922.72,Bulgaria,GMC
593,visa,865457.52,Japan,Dodge
594,americanexpress,877053.49,Indonesia,Mercedes-Benz
595,visa-electron,764967.36,Argentina,Aston Martin
596,americanexpress,656170.1,China,Porsche
597,visa,985296.73,Jamaica,Volkswagen
598,visa-electron,884477.91,Nicaragua,GMC
599,visa-electron,650252.44,Czech Republic,Lincoln
600,visa-electron,748996.41,Colombia,Mazda
601,visa-electron,646950.3,China,Ford
602,mastercard,545536.83,Philippines,Pontiac
603,visa,604411.85,China,Mitsubishi
604,mastercard,597648.17,Croatia,Maserati
605,americanexpress,641515.73,Indonesia,Dodge
606,visa,633854.37,Belarus,Pontiac
607,visa,614407.73,Philippines,Chevrolet
608,mastercard,585532.85,Portugal,Cadillac
609,mastercard,546661.59,Peru,Plymouth
610,mastercard,911753.86,Philippines,Ford
611,americanexpress,736763.44,Cuba,Maserati
612,mastercard,614581.67,Haiti,GMC
613,mastercard,810281.97,Portugal,Chevrolet
614,visa,532933.2,China,Mazda
615,americanexpress,602921.84,China,Dodge
616,visa-electron,784779.09,Canada,Mitsubishi
617,mastercard,607280.28,China,Pontiac
618,visa-electron,641577.46,Czech Republic,Hyundai
619,visa,757412.3,China,Jeep
620,mastercard,964372.77,Russia,Nissan
621,mastercard,647012.47,Russia,Geo
622,visa,687384.05,Argentina,Chevrolet
623,americanexpress,633652.84,United States,Mitsubishi
624,visa,927793.51,Indonesia,Cadillac
625,mastercard,699834.15,France,Infiniti
626,mastercard,839081.41,Indonesia,Jeep
627,americanexpress,684601.49,Poland,Chrysler
628,mastercard,865344.42,Jamaica,Dodge
629,visa,880260.73,Egypt,Mitsubishi
630,visa,874517.93,Russia,Mitsubishi
631,visa,666450.59,Japan,Toyota
632,visa-electron,531671.18,Serbia,Ford
633,visa-electron,612871.49,Poland,Pontiac
634,visa,632725.94,Russia,Suzuki
635,americanexpress,652940.87,Greece,Mercedes-Benz
636,visa,572986.8,China,Ford
637,americanexpress,721425.95,China,Hyundai
638,americanexpress,619506.62,Indonesia,Mercury
639,mastercard,991920.14,Russia,BMW
640,mastercard,550494.94,Indonesia,Mercedes-Benz
641,americanexpress,672377.56,Poland,Ford
642,americanexpress,810574.47,Finland,Ford
643,visa-electron,705219.56,China,Toyota
644,mastercard,826399,China,Mercedes-Benz
645,mastercard,913912.02,Philippines,Chevrolet
